taxlevel	rankID	taxon	daughterlevels	total	Lakeview1	Lakeview2	Lakeview3	Lakeview4	Lakeview5	Lakeview6	Lakeview7	Lakeview8
6	0.2.14.4.1.1.1	Lineage_IIc_ge	0	1	1	0	0	0	0	0	0	0
2	0.2.15	Epsilonbacteraeota	1	1	0	0	0	0	1	0	0	0
3	0.2.15.1	Campylobacteria	1	1	0	0	0	0	1	0	0	0
4	0.2.15.1.1	Campylobacterales	1	1	0	0	0	0	1	0	0	0
5	0.2.15.1.1.1	Sulfurovaceae	1	1	0	0	0	0	1	0	0	0
6	0.2.15.1.1.1.1	Sulfurovum	0	1	0	0	0	0	1	0	0	0
2	0.2.16	Fibrobacteres	2	5	2	1	1	0	0	0	0	1
3	0.2.16.1	Chitinivibrionia	2	2	1	1	0	0	0	0	0	0
4	0.2.16.1.1	Chitinivibrionales	1	1	0	1	0	0	0	0	0	0
5	0.2.16.1.1.1	Chitinivibrionaceae	1	1	0	1	0	0	0	0	0	0
6	0.2.16.1.1.1.1	possible_genus_03	0	1	0	1	0	0	0	0	0	0
4	0.2.16.1.2	uncultured	1	1	1	0	0	0	0	0	0	0
5	0.2.16.1.2.1	uncultured_fa	1	1	1	0	0	0	0	0	0	0
6	0.2.16.1.2.1.1	uncultured_ge	0	1	1	0	0	0	0	0	0	0
3	0.2.16.2	Fibrobacteria	1	3	1	0	1	0	0	0	0	1
4	0.2.16.2.1	Fibrobacterales	2	3	1	0	1	0	0	0	0	1
5	0.2.16.2.1.1	Fibrobacteraceae	2	2	1	0	1	0	0	0	0	0
6	0.2.16.2.1.1.1	possible_genus_06	0	1	0	0	1	0	0	0	0	0
6	0.2.16.2.1.1.2	uncultured	0	1	1	0	0	0	0	0	0	0
5	0.2.16.2.1.2	possible_family_01	1	1	0	0	0	0	0	0	0	1
6	0.2.16.2.1.2.1	possible_family_01_ge	0	1	0	0	0	0	0	0	0	1
2	0.2.17	Firmicutes	5	717	85	53	74	102	79	121	193	10
3	0.2.17.1	Bacilli	3	265	15	5	20	23	36	18	139	9
4	0.2.17.1.1	Bacillales	5	63	4	1	8	6	15	7	13	9
5	0.2.17.1.1.1	Bacillales_unclassified	1	18	1	0	4	1	5	1	4	2
6	0.2.17.1.1.1.1	Bacillales_unclassified	0	18	1	0	4	1	5	1	4	2
5	0.2.17.1.1.2	Paenibacillaceae	1	34	1	0	3	3	10	5	6	6
6	0.2.17.1.1.2.1	Paenibacillaceae_unclassified	0	34	1	0	3	3	10	5	6	6
5	0.2.17.1.1.3	Pasteuriaceae	1	5	0	1	0	1	0	1	1	1
6	0.2.17.1.1.3.1	Pasteuria	0	5	0	1	0	1	0	1	1	1
5	0.2.17.1.1.4	Planococcaceae	2	5	2	0	1	1	0	0	1	0
6	0.2.17.1.1.4.1	Lysinibacillus	0	1	0	0	0	1	0	0	0	0
6	0.2.17.1.1.4.2	Psychrobacillus	0	4	2	0	1	0	0	0	1	0
5	0.2.17.1.1.5	Staphylococcaceae	1	1	0	0	0	0	0	0	1	0
6	0.2.17.1.1.5.1	Staphylococcus	0	1	0	0	0	0	0	0	1	0
4	0.2.17.1.2	Bacilli_unclassified	1	1	0	0	0	0	1	0	0	0
5	0.2.17.1.2.1	Bacilli_unclassified	1	1	0	0	0	0	1	0	0	0
6	0.2.17.1.2.1.1	Bacilli_unclassified	0	1	0	0	0	0	1	0	0	0
4	0.2.17.1.3	Lactobacillales	2	201	11	4	12	17	20	11	126	0
5	0.2.17.1.3.1	Lactobacillaceae	1	200	11	4	12	17	20	11	125	0
6	0.2.17.1.3.1.1	Lactobacillus	0	200	11	4	12	17	20	11	125	0
5	0.2.17.1.3.2	Streptococcaceae	1	1	0	0	0	0	0	0	1	0
6	0.2.17.1.3.2.1	Streptococcus	0	1	0	0	0	0	0	0	1	0
3	0.2.17.2	Clostridia	1	239	67	23	11	42	29	38	28	1
4	0.2.17.2.1	Clostridiales	8	239	67	23	11	42	29	38	28	1
5	0.2.17.2.1.1	Christensenellaceae	1	1	0	0	0	1	0	0	0	0
6	0.2.17.2.1.1.1	Christensenellaceae_R-7_group	0	1	0	0	0	1	0	0	0	0
5	0.2.17.2.1.2	Clostridiaceae_1	3	13	0	4	1	8	0	0	0	0
6	0.2.17.2.1.2.1	Clostridiaceae_1_unclassified	0	2	0	1	1	0	0	0	0	0
6	0.2.17.2.1.2.2	Clostridium_sensu_stricto_1	0	10	0	2	0	8	0	0	0	0
6	0.2.17.2.1.2.3	Clostridium_sensu_stricto_13	0	1	0	1	0	0	0	0	0	0
5	0.2.17.2.1.3	Clostridiales_unclassified	1	3	0	1	1	1	0	0	0	0
6	0.2.17.2.1.3.1	Clostridiales_unclassified	0	3	0	1	1	1	0	0	0	0
5	0.2.17.2.1.4	Clostridiales_vadinBB60_group	1	1	1	0	0	0	0	0	0	0
6	0.2.17.2.1.4.1	Clostridiales_vadinBB60_group_ge	0	1	1	0	0	0	0	0	0	0
5	0.2.17.2.1.5	Family_XII	2	5	1	2	1	0	1	0	0	0
6	0.2.17.2.1.5.1	Acidaminobacter	0	4	1	2	0	0	1	0	0	0
6	0.2.17.2.1.5.2	Family_XII_unclassified	0	1	0	0	1	0	0	0	0	0
5	0.2.17.2.1.6	Family_XIII	5	6	2	1	1	0	1	0	1	0
6	0.2.17.2.1.6.1	Family_XIII_AD3011_group	0	1	0	0	0	0	0	0	1	0
6	0.2.17.2.1.6.2	Family_XIII_UCG-001	0	1	1	0	0	0	0	0	0	0
6	0.2.17.2.1.6.3	Family_XIII_ge	0	2	1	0	0	0	1	0	0	0
6	0.2.17.2.1.6.4	Family_XIII_unclassified	0	1	0	1	0	0	0	0	0	0
6	0.2.17.2.1.6.5	Mogibacterium	0	1	0	0	1	0	0	0	0	0
5	0.2.17.2.1.7	Lachnospiraceae	12	143	47	7	4	20	17	25	23	0
6	0.2.17.2.1.7.1	A2	0	7	4	2	0	0	0	0	1	0
6	0.2.17.2.1.7.2	ASF356	0	2	0	0	0	0	1	1	0	0
6	0.2.17.2.1.7.3	Cellulosilyticum	0	2	2	0	0	0	0	0	0	0
6	0.2.17.2.1.7.4	Epulopiscium	0	1	0	1	0	0	0	0	0	0
6	0.2.17.2.1.7.5	Lachnoclostridium	0	13	4	1	1	0	2	5	0	0
6	0.2.17.2.1.7.6	Lachnospiraceae_NK4A136_group	0	29	8	1	1	3	3	3	10	0
6	0.2.17.2.1.7.7	Lachnospiraceae_UCG-006	0	2	0	0	0	1	0	1	0	0
6	0.2.17.2.1.7.8	Lachnospiraceae_unclassified	0	68	22	2	1	14	9	9	11	0
6	0.2.17.2.1.7.9	Marvinbryantia	0	1	0	0	0	1	0	0	0	0
6	0.2.17.2.1.7.10	Roseburia	0	1	0	0	0	0	1	0	0	0
6	0.2.17.2.1.7.11	Tyzzerella_3	0	1	1	0	0	0	0	0	0	0
6	0.2.17.2.1.7.12	uncultured	0	16	6	0	1	1	1	6	1	0
5	0.2.17.2.1.8	Ruminococcaceae	14	67	16	8	3	12	10	13	4	1
6	0.2.17.2.1.8.1	Anaerobacterium	0	1	0	1	0	0	0	0	0	0
6	0.2.17.2.1.8.2	Anaerotruncus	0	2	2	0	0	0	0	0	0	0
6	0.2.17.2.1.8.3	Intestinimonas	0	1	0	1	0	0	0	0	0	0
6	0.2.17.2.1.8.4	Oscillibacter	0	6	1	0	0	2	1	0	2	0
6	0.2.17.2.1.8.5	Ruminiclostridium	0	7	4	0	0	1	2	0	0	0
6	0.2.17.2.1.8.6	Ruminiclostridium_5	0	5	0	1	0	1	3	0	0	0
6	0.2.17.2.1.8.7	Ruminiclostridium_6	0	3	2	0	0	0	1	0	0	0
6	0.2.17.2.1.8.8	Ruminiclostridium_9	0	4	1	0	0	2	1	0	0	0
6	0.2.17.2.1.8.9	Ruminococcaceae_UCG-005	0	3	1	0	0	0	1	0	1	0
6	0.2.17.2.1.8.10	Ruminococcaceae_UCG-013	0	10	3	1	2	0	0	3	0	1
6	0.2.17.2.1.8.11	Ruminococcaceae_UCG-014	0	14	0	2	1	6	0	4	1	0
6	0.2.17.2.1.8.12	Ruminococcaceae_ge	0	1	0	0	0	0	1	0	0	0
6	0.2.17.2.1.8.13	Ruminococcaceae_unclassified	0	7	1	2	0	0	0	4	0	0
6	0.2.17.2.1.8.14	Ruminococcus_1	0	3	1	0	0	0	0	2	0	0
3	0.2.17.3	Erysipelotrichia	1	206	0	24	43	35	14	65	25	0
4	0.2.17.3.1	Erysipelotrichales	1	206	0	24	43	35	14	65	25	0
5	0.2.17.3.1.1	Erysipelotrichaceae	3	206	0	24	43	35	14	65	25	0
6	0.2.17.3.1.1.1	Dubosiella	0	4	0	0	0	0	0	4	0	0
6	0.2.17.3.1.1.2	Faecalibaculum	0	99	0	22	26	20	10	20	1	0
6	0.2.17.3.1.1.3	Turicibacter	0	103	0	2	17	15	4	41	24	0
3	0.2.17.4	Firmicutes_unclassified	1	2	0	0	0	2	0	0	0	0
4	0.2.17.4.1	Firmicutes_unclassified	1	2	0	0	0	2	0	0	0	0
5	0.2.17.4.1.1	Firmicutes_unclassified	1	2	0	0	0	2	0	0	0	0
6	0.2.17.4.1.1.1	Firmicutes_unclassified	0	2	0	0	0	2	0	0	0	0
3	0.2.17.5	Negativicutes	1	5	3	1	0	0	0	0	1	0
4	0.2.17.5.1	Selenomonadales	2	5	3	1	0	0	0	0	1	0
5	0.2.17.5.1.1	Acidaminococcaceae	1	1	1	0	0	0	0	0	0	0
6	0.2.17.5.1.1.1	uncultured	0	1	1	0	0	0	0	0	0	0
5	0.2.17.5.1.2	Veillonellaceae	1	4	2	1	0	0	0	0	1	0
6	0.2.17.5.1.2.1	uncultured	0	4	2	1	0	0	0	0	1	0
2	0.2.18	Fusobacteria	1	6	3	3	0	0	0	0	0	0
3	0.2.18.1	Fusobacteriia	1	6	3	3	0	0	0	0	0	0
4	0.2.18.1.1	Fusobacteriales	2	6	3	3	0	0	0	0	0	0
5	0.2.18.1.1.1	Fusobacteriaceae	1	3	3	0	0	0	0	0	0	0
6	0.2.18.1.1.1.1	Cetobacterium	0	3	3	0	0	0	0	0	0	0
5	0.2.18.1.1.2	Leptotrichiaceae	1	3	0	3	0	0	0	0	0	0
6	0.2.18.1.1.2.1	Hypnocyclicus	0	3	0	3	0	0	0	0	0	0
2	0.2.19	Gemmatimonadetes	2	151	11	11	16	24	33	21	22	13
3	0.2.19.1	BD2-11_terrestrial_group	1	1	1	0	0	0	0	0	0	0
4	0.2.19.1.1	BD2-11_terrestrial_group_or	1	1	1	0	0	0	0	0	0	0
5	0.2.19.1.1.1	BD2-11_terrestrial_group_fa	1	1	1	0	0	0	0	0	0	0
6	0.2.19.1.1.1.1	BD2-11_terrestrial_group_ge	0	1	1	0	0	0	0	0	0	0
3	0.2.19.2	Gemmatimonadetes	1	150	10	11	16	24	33	21	22	13
4	0.2.19.2.1	Gemmatimonadales	1	150	10	11	16	24	33	21	22	13
5	0.2.19.2.1.1	Gemmatimonadaceae	2	150	10	11	16	24	33	21	22	13
6	0.2.19.2.1.1.1	Gemmatimonas	0	147	10	9	16	24	33	20	22	13
6	0.2.19.2.1.1.2	uncultured	0	3	0	2	0	0	0	1	0	0
2	0.2.20	Hydrogenedentes	1	73	2	4	10	13	8	6	11	19
3	0.2.20.1	Hydrogenedentia	1	73	2	4	10	13	8	6	11	19
4	0.2.20.1.1	Hydrogenedentiales	1	73	2	4	10	13	8	6	11	19
5	0.2.20.1.1.1	Hydrogenedensaceae	1	73	2	4	10	13	8	6	11	19
6	0.2.20.1.1.1.1	Hydrogenedensaceae_ge	0	73	2	4	10	13	8	6	11	19
2	0.2.21	Kiritimatiellaeota	1	33	12	11	1	1	2	1	4	1
3	0.2.21.1	Kiritimatiellae	1	33	12	11	1	1	2	1	4	1
4	0.2.21.1.1	WCHB1-41	1	33	12	11	1	1	2	1	4	1
5	0.2.21.1.1.1	WCHB1-41_fa	1	33	12	11	1	1	2	1	4	1
6	0.2.21.1.1.1.1	WCHB1-41_ge	0	33	12	11	1	1	2	1	4	1
2	0.2.22	Latescibacteria	2	5	3	1	0	0	0	0	1	0
3	0.2.22.1	Latescibacteria	1	1	1	0	0	0	0	0	0	0
4	0.2.22.1.1	Latescibacterales	1	1	1	0	0	0	0	0	0	0
5	0.2.22.1.1.1	Latescibacteraceae	1	1	1	0	0	0	0	0	0	0
6	0.2.22.1.1.1.1	Latescibacteraceae_ge	0	1	1	0	0	0	0	0	0	0
3	0.2.22.2	Latescibacteria_cl	1	4	2	1	0	0	0	0	1	0
4	0.2.22.2.1	Latescibacteria_or	1	4	2	1	0	0	0	0	1	0
5	0.2.22.2.1.1	Latescibacteria_fa	1	4	2	1	0	0	0	0	1	0
6	0.2.22.2.1.1.1	Latescibacteria_ge	0	4	2	1	0	0	0	0	1	0
2	0.2.23	Lentisphaerae	2	6	0	3	3	0	0	0	0	0
3	0.2.23.1	Lentisphaeria	1	2	0	1	1	0	0	0	0	0
4	0.2.23.1.1	Victivallales	2	2	0	1	1	0	0	0	0	0
5	0.2.23.1.1.1	GWF2-44-16	1	1	0	0	1	0	0	0	0	0
6	0.2.23.1.1.1.1	GWF2-44-16_ge	0	1	0	0	1	0	0	0	0	0
5	0.2.23.1.1.2	PRD18C08	1	1	0	1	0	0	0	0	0	0
6	0.2.23.1.1.2.1	PRD18C08_ge	0	1	0	1	0	0	0	0	0	0
3	0.2.23.2	Oligosphaeria	1	4	0	2	2	0	0	0	0	0
4	0.2.23.2.1	Oligosphaerales	2	4	0	2	2	0	0	0	0	0
5	0.2.23.2.1.1	Lenti-02	1	3	0	2	1	0	0	0	0	0
6	0.2.23.2.1.1.1	Lenti-02_ge	0	3	0	2	1	0	0	0	0	0
5	0.2.23.2.1.2	Oligosphaerales_unclassified	1	1	0	0	1	0	0	0	0	0
6	0.2.23.2.1.2.1	Oligosphaerales_unclassified	0	1	0	0	1	0	0	0	0	0
2	0.2.24	Margulisbacteria	1	11	1	0	0	1	4	0	4	1
3	0.2.24.1	Margulisbacteria_cl	1	11	1	0	0	1	4	0	4	1
4	0.2.24.1.1	Margulisbacteria_or	1	11	1	0	0	1	4	0	4	1
5	0.2.24.1.1.1	Margulisbacteria_fa	1	11	1	0	0	1	4	0	4	1
6	0.2.24.1.1.1.1	Margulisbacteria_ge	0	11	1	0	0	1	4	0	4	1
2	0.2.25	Nitrospinae	1	1	0	1	0	0	0	0	0	0
3	0.2.25.1	P9X2b3D02	1	1	0	1	0	0	0	0	0	0
4	0.2.25.1.1	P9X2b3D02_or	1	1	0	1	0	0	0	0	0	0
5	0.2.25.1.1.1	P9X2b3D02_fa	1	1	0	1	0	0	0	0	0	0
6	0.2.25.1.1.1.1	P9X2b3D02_ge	0	1	0	1	0	0	0	0	0	0
2	0.2.26	Nitrospirae	3	30	17	10	0	0	2	0	1	0
3	0.2.26.1	4-29-1	1	9	7	2	0	0	0	0	0	0
4	0.2.26.1.1	4-29-1_or	1	9	7	2	0	0	0	0	0	0
5	0.2.26.1.1.1	4-29-1_fa	1	9	7	2	0	0	0	0	0	0
6	0.2.26.1.1.1.1	4-29-1_ge	0	9	7	2	0	0	0	0	0	0
3	0.2.26.2	Nitrospira	1	5	2	3	0	0	0	0	0	0
4	0.2.26.2.1	Nitrospirales	1	5	2	3	0	0	0	0	0	0
5	0.2.26.2.1.1	Nitrospiraceae	1	5	2	3	0	0	0	0	0	0
6	0.2.26.2.1.1.1	Nitrospira	0	5	2	3	0	0	0	0	0	0
3	0.2.26.3	Thermodesulfovibrionia	1	16	8	5	0	0	2	0	1	0
4	0.2.26.3.1	uncultured	1	16	8	5	0	0	2	0	1	0
5	0.2.26.3.1.1	uncultured_fa	1	16	8	5	0	0	2	0	1	0
6	0.2.26.3.1.1.1	uncultured_ge	0	16	8	5	0	0	2	0	1	0
2	0.2.27	Omnitrophicaeota	2	66	24	18	6	0	4	8	3	3
3	0.2.27.1	Omnitrophia	1	25	8	8	3	0	1	2	1	2
4	0.2.27.1.1	Omnitrophales	1	25	8	8	3	0	1	2	1	2
5	0.2.27.1.1.1	Omnitrophaceae	1	25	8	8	3	0	1	2	1	2
6	0.2.27.1.1.1.1	Candidatus_Omnitrophus	0	25	8	8	3	0	1	2	1	2
3	0.2.27.2	Omnitrophicaeota_cl	1	41	16	10	3	0	3	6	2	1
4	0.2.27.2.1	Omnitrophicaeota_or	1	41	16	10	3	0	3	6	2	1
5	0.2.27.2.1.1	Omnitrophicaeota_fa	1	41	16	10	3	0	3	6	2	1
6	0.2.27.2.1.1.1	Omnitrophicaeota_ge	0	41	16	10	3	0	3	6	2	1
2	0.2.28	Patescibacteria	6	3040	239	196	347	390	444	459	417	548
3	0.2.28.1	ABY1	6	54	33	15	1	2	2	0	1	0
4	0.2.28.1.1	ABY1_unclassified	1	12	3	8	1	0	0	0	0	0
5	0.2.28.1.1.1	ABY1_unclassified	1	12	3	8	1	0	0	0	0	0
6	0.2.28.1.1.1.1	ABY1_unclassified	0	12	3	8	1	0	0	0	0	0
4	0.2.28.1.2	Candidatus_Falkowbacteria	1	4	4	0	0	0	0	0	0	0
5	0.2.28.1.2.1	Candidatus_Falkowbacteria_fa	1	4	4	0	0	0	0	0	0	0
6	0.2.28.1.2.1.1	Candidatus_Falkowbacteria_ge	0	4	4	0	0	0	0	0	0	0
4	0.2.28.1.3	Candidatus_Kerfeldbacteria	1	2	1	1	0	0	0	0	0	0
5	0.2.28.1.3.1	Candidatus_Kerfeldbacteria_fa	1	2	1	1	0	0	0	0	0	0
6	0.2.28.1.3.1.1	Candidatus_Kerfeldbacteria_ge	0	2	1	1	0	0	0	0	0	0
4	0.2.28.1.4	Candidatus_Komeilibacteria	1	1	1	0	0	0	0	0	0	0
5	0.2.28.1.4.1	Candidatus_Komeilibacteria_fa	1	1	1	0	0	0	0	0	0	0
6	0.2.28.1.4.1.1	Candidatus_Komeilibacteria_ge	0	1	1	0	0	0	0	0	0	0
4	0.2.28.1.5	Candidatus_Magasanikbacteria	1	14	6	4	0	1	2	0	1	0
5	0.2.28.1.5.1	Candidatus_Magasanikbacteria_fa	1	14	6	4	0	1	2	0	1	0
6	0.2.28.1.5.1.1	Candidatus_Magasanikbacteria_ge	0	14	6	4	0	1	2	0	1	0
4	0.2.28.1.6	Candidatus_Uhrbacteria	1	21	18	2	0	1	0	0	0	0
5	0.2.28.1.6.1	Candidatus_Uhrbacteria_fa	1	21	18	2	0	1	0	0	0	0
6	0.2.28.1.6.1.1	Candidatus_Uhrbacteria_ge	0	21	18	2	0	1	0	0	0	0
3	0.2.28.2	Gracilibacteria	6	584	53	70	62	54	93	110	78	64
4	0.2.28.2.1	Absconditabacteriales_(SR1)	1	11	7	3	0	0	1	0	0	0
5	0.2.28.2.1.1	Absconditabacteriales_(SR1)_fa	1	11	7	3	0	0	1	0	0	0
6	0.2.28.2.1.1.1	Absconditabacteriales_(SR1)_ge	0	11	7	3	0	0	1	0	0	0
4	0.2.28.2.2	Candidatus_Peregrinibacteria	1	12	11	1	0	0	0	0	0	0
5	0.2.28.2.2.1	Candidatus_Peregrinibacteria_fa	1	12	11	1	0	0	0	0	0	0
6	0.2.28.2.2.1.1	Candidatus_Peregrinibacteria_ge	0	12	11	1	0	0	0	0	0	0
4	0.2.28.2.3	Candidatus_Peribacteria	1	9	6	3	0	0	0	0	0	0
5	0.2.28.2.3.1	Candidatus_Peribacteria_fa	1	9	6	3	0	0	0	0	0	0
6	0.2.28.2.3.1.1	Candidatus_Peribacteria_ge	0	9	6	3	0	0	0	0	0	0
4	0.2.28.2.4	Gracilibacteria_or	1	31	6	5	0	4	2	8	1	5
5	0.2.28.2.4.1	Gracilibacteria_fa	1	31	6	5	0	4	2	8	1	5
6	0.2.28.2.4.1.1	Gracilibacteria_ge	0	31	6	5	0	4	2	8	1	5
4	0.2.28.2.5	Gracilibacteria_unclassified	1	515	21	54	62	50	90	102	77	59
5	0.2.28.2.5.1	Gracilibacteria_unclassified	1	515	21	54	62	50	90	102	77	59
6	0.2.28.2.5.1.1	Gracilibacteria_unclassified	0	515	21	54	62	50	90	102	77	59
4	0.2.28.2.6	JGI_0000069-P22	1	6	2	4	0	0	0	0	0	0
5	0.2.28.2.6.1	JGI_0000069-P22_fa	1	6	2	4	0	0	0	0	0	0
6	0.2.28.2.6.1.1	JGI_0000069-P22_ge	0	6	2	4	0	0	0	0	0	0
3	0.2.28.3	Microgenomatia	4	5	4	1	0	0	0	0	0	0
4	0.2.28.3.1	Candidatus_Amesbacteria	1	1	1	0	0	0	0	0	0	0
5	0.2.28.3.1.1	Candidatus_Amesbacteria_fa	1	1	1	0	0	0	0	0	0	0
6	0.2.28.3.1.1.1	Candidatus_Amesbacteria_ge	0	1	1	0	0	0	0	0	0	0
4	0.2.28.3.2	Candidatus_Collierbacteria	1	1	1	0	0	0	0	0	0	0
5	0.2.28.3.2.1	Candidatus_Collierbacteria_fa	1	1	1	0	0	0	0	0	0	0
6	0.2.28.3.2.1.1	Candidatus_Collierbacteria_ge	0	1	1	0	0	0	0	0	0	0
4	0.2.28.3.3	Candidatus_Woesebacteria	1	2	2	0	0	0	0	0	0	0
5	0.2.28.3.3.1	Candidatus_Woesebacteria_fa	1	2	2	0	0	0	0	0	0	0
6	0.2.28.3.3.1.1	Candidatus_Woesebacteria_ge	0	2	2	0	0	0	0	0	0	0
4	0.2.28.3.4	Microgenomatia_unclassified	1	1	0	1	0	0	0	0	0	0
5	0.2.28.3.4.1	Microgenomatia_unclassified	1	1	0	1	0	0	0	0	0	0
6	0.2.28.3.4.1.1	Microgenomatia_unclassified	0	1	0	1	0	0	0	0	0	0
3	0.2.28.4	Parcubacteria	14	244	124	59	8	10	7	14	7	15
4	0.2.28.4.1	Candidatus_Campbellbacteria	1	1	1	0	0	0	0	0	0	0
5	0.2.28.4.1.1	Candidatus_Campbellbacteria_fa	1	1	1	0	0	0	0	0	0	0
6	0.2.28.4.1.1.1	Candidatus_Campbellbacteria_ge	0	1	1	0	0	0	0	0	0	0
4	0.2.28.4.2	Candidatus_Colwellbacteria	1	2	0	2	0	0	0	0	0	0
5	0.2.28.4.2.1	Candidatus_Colwellbacteria_fa	1	2	0	2	0	0	0	0	0	0
6	0.2.28.4.2.1.1	Candidatus_Colwellbacteria_ge	0	2	0	2	0	0	0	0	0	0
4	0.2.28.4.3	Candidatus_Doudnabacteria	1	1	0	1	0	0	0	0	0	0
5	0.2.28.4.3.1	Candidatus_Doudnabacteria_fa	1	1	0	1	0	0	0	0	0	0
6	0.2.28.4.3.1.1	Candidatus_Doudnabacteria_ge	0	1	0	1	0	0	0	0	0	0
4	0.2.28.4.4	Candidatus_Kaiserbacteria	1	3	3	0	0	0	0	0	0	0
5	0.2.28.4.4.1	Candidatus_Kaiserbacteria_fa	1	3	3	0	0	0	0	0	0	0
6	0.2.28.4.4.1.1	Candidatus_Kaiserbacteria_ge	0	3	3	0	0	0	0	0	0	0
4	0.2.28.4.5	Candidatus_Lloydbacteria	1	1	1	0	0	0	0	0	0	0
5	0.2.28.4.5.1	Candidatus_Lloydbacteria_fa	1	1	1	0	0	0	0	0	0	0
6	0.2.28.4.5.1.1	Candidatus_Lloydbacteria_ge	0	1	1	0	0	0	0	0	0	0
4	0.2.28.4.6	Candidatus_Moranbacteria	1	8	4	3	1	0	0	0	0	0
5	0.2.28.4.6.1	Candidatus_Moranbacteria_fa	1	8	4	3	1	0	0	0	0	0
6	0.2.28.4.6.1.1	Candidatus_Moranbacteria_ge	0	8	4	3	1	0	0	0	0	0
4	0.2.28.4.7	Candidatus_Nomurabacteria	1	10	10	0	0	0	0	0	0	0
5	0.2.28.4.7.1	Candidatus_Nomurabacteria_fa	1	10	10	0	0	0	0	0	0	0
6	0.2.28.4.7.1.1	Candidatus_Nomurabacteria_ge	0	10	10	0	0	0	0	0	0	0
4	0.2.28.4.8	Candidatus_Staskawiczbacteria	1	1	1	0	0	0	0	0	0	0
5	0.2.28.4.8.1	Candidatus_Staskawiczbacteria_fa	1	1	1	0	0	0	0	0	0	0
6	0.2.28.4.8.1.1	Candidatus_Staskawiczbacteria_ge	0	1	1	0	0	0	0	0	0	0
4	0.2.28.4.9	Candidatus_Yanofskybacteria	1	1	1	0	0	0	0	0	0	0
5	0.2.28.4.9.1	Candidatus_Yanofskybacteria_fa	1	1	1	0	0	0	0	0	0	0
6	0.2.28.4.9.1.1	Candidatus_Yanofskybacteria_ge	0	1	1	0	0	0	0	0	0	0
4	0.2.28.4.10	Candidatus_Yonathbacteria	1	3	3	0	0	0	0	0	0	0
5	0.2.28.4.10.1	Candidatus_Yonathbacteria_fa	1	3	3	0	0	0	0	0	0	0
6	0.2.28.4.10.1.1	Candidatus_Yonathbacteria_ge	0	3	3	0	0	0	0	0	0	0
4	0.2.28.4.11	Candidatus_Zambryskibacteria	1	3	3	0	0	0	0	0	0	0
5	0.2.28.4.11.1	Candidatus_Zambryskibacteria_fa	1	3	3	0	0	0	0	0	0	0
6	0.2.28.4.11.1.1	Candidatus_Zambryskibacteria_ge	0	3	3	0	0	0	0	0	0	0
4	0.2.28.4.12	GWA2-38-13b	1	44	5	2	5	5	3	8	4	12
5	0.2.28.4.12.1	GWA2-38-13b_fa	1	44	5	2	5	5	3	8	4	12
6	0.2.28.4.12.1.1	GWA2-38-13b_ge	0	44	5	2	5	5	3	8	4	12
4	0.2.28.4.13	Parcubacteria_or	1	12	3	4	1	2	1	0	0	1
5	0.2.28.4.13.1	Parcubacteria_fa	1	12	3	4	1	2	1	0	0	1
6	0.2.28.4.13.1.1	Parcubacteria_ge	0	12	3	4	1	2	1	0	0	1
4	0.2.28.4.14	Parcubacteria_unclassified	1	154	89	47	1	3	3	6	3	2
5	0.2.28.4.14.1	Parcubacteria_unclassified	1	154	89	47	1	3	3	6	3	2
6	0.2.28.4.14.1.1	Parcubacteria_unclassified	0	154	89	47	1	3	3	6	3	2
3	0.2.28.5	Patescibacteria_unclassified	1	8	2	0	0	3	0	2	0	1
4	0.2.28.5.1	Patescibacteria_unclassified	1	8	2	0	0	3	0	2	0	1
5	0.2.28.5.1.1	Patescibacteria_unclassified	1	8	2	0	0	3	0	2	0	1
6	0.2.28.5.1.1.1	Patescibacteria_unclassified	0	8	2	0	0	3	0	2	0	1
3	0.2.28.6	WWE3	1	2145	23	51	276	321	342	333	331	468
4	0.2.28.6.1	WWE3_or	1	2145	23	51	276	321	342	333	331	468
5	0.2.28.6.1.1	WWE3_fa	1	2145	23	51	276	321	342	333	331	468
6	0.2.28.6.1.1.1	WWE3_ge	0	2145	23	51	276	321	342	333	331	468
2	0.2.29	Planctomycetes	7	14449	485	774	1799	2735	1983	2224	2113	2336
3	0.2.29.1	OM190	1	1001	25	35	124	201	174	142	131	169
4	0.2.29.1.1	OM190_or	1	1001	25	35	124	201	174	142	131	169
5	0.2.29.1.1.1	OM190_fa	1	1001	25	35	124	201	174	142	131	169
6	0.2.29.1.1.1.1	OM190_ge	0	1001	25	35	124	201	174	142	131	169
3	0.2.29.2	Phycisphaerae	4	6826	145	362	849	1272	1048	1112	1014	1024
4	0.2.29.2.1	MSBL9	1	1	1	0	0	0	0	0	0	0
5	0.2.29.2.1.1	SG8-4	1	1	1	0	0	0	0	0	0	0
6	0.2.29.2.1.1.1	SG8-4_ge	0	1	1	0	0	0	0	0	0	0
4	0.2.29.2.2	Phycisphaerales	2	6816	139	362	849	1271	1048	1111	1014	1022
5	0.2.29.2.2.1	AKAU3564_sediment_group	1	1	0	1	0	0	0	0	0	0
6	0.2.29.2.2.1.1	AKAU3564_sediment_group_ge	0	1	0	1	0	0	0	0	0	0
5	0.2.29.2.2.2	Phycisphaeraceae	4	6815	139	361	849	1271	1048	1111	1014	1022
6	0.2.29.2.2.2.1	CL500-3	0	5778	130	318	652	1153	869	930	814	912
